,Nome,Idade,Cidade,Orgao1,Demanda1,Orgao2,Demanda2
885,Asafe Barros,45,"Rua Gabriel Camargo
Vila Da Amizade
94973576 Abreu do Norte / AM",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,cagepa,LIGAÇÃO DE ÁGUA
886,Enzo Gabriel Novais,30,"Esplanada Kamilly Rodrigues
Tupi A
38627621 Cardoso / PA",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
887,Pietra Andrade,50,"Via de Câmara, 7
Senhor Dos Passos
40833772 Fogaça / MG",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,detran,RENOVAÇÃO DA CNH SIMPLES
888,Luiz Fernando Cassiano,32,"Lago de Duarte, 55
Camponesa 2ª Seção
27311703 da Rocha dos Dourados / RR",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,cbmpb,Socorro de Emergências
889,Vinicius Ramos,37,"Lago Moura, 577
Dona Clara
65745-206 Barros do Campo / PA",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
890,Joaquim Gonçalves,36,"Chácara de Pinto, 98
Buritis
82510-116 Nascimento da Mata / SC",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
891,Gabriela Correia,18,"Viaduto Davi Martins, 67
Vila Canto Do Sabiá
11130-195 Aragão / AL",cbmpb,Socorro de Emergências,funade,Serviço de Informação ao Cidadão
892,Luna da Mota,49,"Travessa Ramos, 231
São Cristóvão
23616-008 da Rosa / PA",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,funade,Aquisição da Carteira de Passe Livre Intermunicipal
893,Milena Moreira,44,"Quadra de Melo
Vila São Gabriel Jacui
32777832 Sampaio / RN",funade,Serviço Especializado em Triagem e Diagnóstico,detran,INDICAÇÃO DE CONDUTOR INFRATOR
894,Isabelly Cassiano,18,"Trevo Brayan Carvalho
Serra Verde
10119-669 Rios / PB",funade,Serviço Especializado em Triagem e Diagnóstico,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
895,Srta. Maria Cecília Ramos,30,"Fazenda Cardoso, 517
Vila Tirol
35074798 Marques Verde / GO",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),cbmpb,Perícia de Incêndio e Explosão
896,Milena Costa,39,"Ladeira Lima, 403
Coração Eucarístico
78298870 da Cunha / ES",funade,Aquisição da Carteira de Passe Livre Intermunicipal,funade,Serviço de Informação ao Cidadão
897,Ana Julia Andrade,24,"Esplanada de da Rocha, 9
Miramar
96813-823 Guerra / BA",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,cagepa,LIGAÇÃO DE ÁGUA
898,Asafe Freitas,27,"Via de Porto, 191
São Marcos
27455-737 Ramos da Prata / PR",cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança,cagepa,ATUALIZAÇÃO CADASTRAL
899,Alice Campos,30,"Quadra Melo, 78
Belmonte
95975-746 Pacheco / RR",funade,Serviço de Informação ao Cidadão,funade,Aquisição da Carteira de Passe Livre Intermunicipal
900,Clara Borges,27,"Fazenda Ian Camargo, 963
Barão Homem De Melo 1ª Seção
19334178 Ribeiro / ES",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,funade,Serviço Especializado em Triagem e Diagnóstico
901,Sr. Paulo Alves,26,"Travessa de Cavalcanti, 972
Santa Terezinha
22173969 Pastor da Mata / PI",detran,PRIMEIRA HABILITAÇÃO,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
902,Dr. Liam Campos,40,"Recanto de Abreu, 724
Alta Tensão 1ª Seção
66504125 Macedo / PR",cinep,Concessão de Incentivo Fiscal a Empresas,detran,PRIMEIRA HABILITAÇÃO
903,Joaquim Cavalcante,20,"Aeroporto Luiz Miguel da Rocha, 12
Boa Esperança
56255855 Guerra / AM",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,cbmpb,Perícia de Incêndio e Explosão
904,Dr. Theodoro Aragão,34,"Largo de Novaes, 13
Dom Bosco
85987-366 Cardoso das Pedras / PI",funade,Serviço Especializado em Triagem e Diagnóstico,funade,Aquisição da Carteira de Passe Livre Intermunicipal
905,Joaquim Lopes,45,"Recanto Pacheco, 31
Conjunto Taquaril
36312240 Rocha de Sousa / AL",cbmpb,Socorro de Emergências,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
906,Luiz Miguel Novais,49,"Largo de Aparecida, 48
Nova Gameleira
47520453 da Luz / RN",cbmpb,Socorro de Emergências,detran,INDICAÇÃO DE CONDUTOR INFRATOR
907,Jade Borges,32,"Recanto Novais, 2
Nova Cintra
60914242 Costa de Gomes / PE",detran,INDICAÇÃO DE CONDUTOR INFRATOR,detran,PRIMEIRA HABILITAÇÃO
908,Dra. Maria Vitória Novaes,32,"Morro Clara Carvalho, 138
Tres Marias
70852805 Araújo Grande / PB",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
909,Sra. Yasmin Aparecida,40,"Viela de Vargas
Unidas
06058-638 Pinto / PI",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
910,Mathias Gomes,43,"Viela de Campos
Sport Club
40333-487 Souza / CE",funade,Aquisição da Carteira de Passe Livre Intermunicipal,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
911,Lavínia Fonseca,18,"Setor Castro, 93
Vila Independencia 3ª Seção
67272-415 da Cunha / AL",cagepa,ATUALIZAÇÃO CADASTRAL,detran,INDICAÇÃO DE CONDUTOR INFRATOR
912,Cauã Cavalcanti,40,"Recanto de Moura, 1
Engenho Nogueira
96948-785 Cassiano do Oeste / PR",cinep,Concessão de Incentivo Fiscal a Empresas,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
913,Yasmin Camargo,38,"Morro de Pinto, 3
Nova Esperança
75191115 Ferreira / PI",funade,Serviço Especializado em Triagem e Diagnóstico,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
914,Dr. Josué Pacheco,31,"Praia Maria Gomes, 39
Alto Dos Pinheiros
61455-022 Freitas / MT",cagepa,ATUALIZAÇÃO CADASTRAL,detran,RENOVAÇÃO DA CNH SIMPLES
915,Ágatha Ferreira,29,"Esplanada de Pires, 94
São Francisco Das Chagas
56144-705 Silveira / PA",sudema,Licença por Adesão e Compromisso,cagepa,ATUALIZAÇÃO CADASTRAL
916,Léo Novaes,35,"Quadra Daniel Aragão, 550
Ernesto Nascimento
68561-401 Moura do Amparo / MT",cinep,Concessão de Incentivo Locacional a Empresas,funade,Aquisição da Carteira de Passe Livre Intermunicipal
917,Luigi Barros,40,"Colônia de Costa, 413
Pantanal
34202-109 Vargas / PR",funade,Aquisição da Carteira de Passe Livre Intermunicipal,sudema,Licença de Operação para Pesquisa Mineral
918,Isaque das Neves,21,"Alameda de Rios, 8
Santa Isabel
34252554 da Cunha do Norte / SP",cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança,funade,Serviço de Informação ao Cidadão
919,Maria Clara da Cruz,46,"Quadra de Guerra, 26
Vila Tirol
78472132 Rios / RJ",cagepa,LIGAÇÃO DE ÁGUA,cagepa,ATUALIZAÇÃO CADASTRAL
920,Caroline Machado,48,"Estação de Freitas, 6
Túnel De Ibirité
48414740 Dias / AL",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,sudema,Licença de Operação para Pesquisa Mineral
921,Juliana Duarte,18,"Passarela Correia, 64
Vila Real 1ª Seção
83002-523 Correia / GO",detran,RENOVAÇÃO DA CNH SIMPLES,detran,PRIMEIRA HABILITAÇÃO
922,Hellena Oliveira,39,"Aeroporto Alícia Ramos
Concórdia
51736-776 Cardoso / SE",sudema,Licença por Adesão e Compromisso,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
923,Alícia Costa,24,"Quadra da Conceição
Vila Inestan
73410-124 Martins / GO",cbmpb,Socorro de Emergências,funade,Serviço de Informação ao Cidadão
924,Eduardo Cavalcante,28,"Condomínio Sá
Brasil Industrial
81456383 Farias de Rezende / SC",detran,RENOVAÇÃO DA CNH SIMPLES,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
925,Otto Aparecida,34,"Alameda Lopes, 87
Nossa Senhora Do Rosário
85727-549 Ramos / PI",cinep,Concessão de Incentivo Fiscal a Empresas,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
926,Sabrina Câmara,48,"Lagoa Bento Casa Grande, 17
Camponesa 2ª Seção
28178-274 Campos do Amparo / RJ",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,detran,PRIMEIRA HABILITAÇÃO
927,Srta. Maria Eduarda Sousa,46,"Campo Cardoso, 27
Pindorama
38058-618 Rezende de Montenegro / PE",detran,INDICAÇÃO DE CONDUTOR INFRATOR,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
928,Mariah Teixeira,31,"Vale José Miguel Correia, 502
Vila Paraíso
72946-959 Borges da Praia / MS",cagepa,ATUALIZAÇÃO CADASTRAL,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
929,Juliana Porto,40,"Núcleo Luana Abreu, 38
Fazendinha
07132-294 Dias Verde / MG",funade,Serviço Especializado em Triagem e Diagnóstico,cagepa,LIGAÇÃO DE ÁGUA
930,Ravi Cunha,35,"Residencial de Carvalho, 4
Vila Suzana Segunda Seção
48094-573 Almeida / SE",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,funade,Serviço de Informação ao Cidadão
931,Bruno das Neves,21,"Condomínio Valentina Porto, 854
Vila Batik
10525-616 da Mata Paulista / GO",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
932,Sr. Kevin Almeida,37,"Viaduto de Nogueira, 963
Sion
36721-258 Gonçalves da Prata / MG",cinep,Concessão de Incentivo Fiscal a Empresas,cbmpb,Perícia de Incêndio e Explosão
933,Lara Lopes,37,"Parque Pinto, 9
Leticia
97848609 Silva / AM",cagepa,ATUALIZAÇÃO CADASTRAL,cinep,Concessão de Incentivo Fiscal a Empresas
934,Gael Henrique Cunha,43,"Lago Ana Julia Duarte, 563
São Salvador
90227-974 Correia / PI",sudema,Licença por Adesão e Compromisso,cinep,Concessão de Incentivo Fiscal a Empresas
935,Kaique Rezende,28,"Sítio Gustavo Cavalcanti
Vila Calafate
08942-648 Santos / AM",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),cbmpb,Socorro de Emergências
936,Raquel Abreu,45,"Viela Abreu, 83
Vila Mangueiras
93218212 da Luz do Sul / RO",funade,Serviço de Informação ao Cidadão,funade,Aquisição da Carteira de Passe Livre Intermunicipal
937,Raquel Moreira,43,"Passarela de Rezende, 767
Leticia
27612-810 Jesus do Sul / SE",funade,Serviço Especializado em Triagem e Diagnóstico,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
938,Maria Isis Camargo,24,"Recanto de Pires, 49
Serra
38164470 Farias do Norte / MT",detran,PRIMEIRA HABILITAÇÃO,cbmpb,Perícia de Incêndio e Explosão
939,Davi Lucas da Paz,46,"Fazenda Monteiro, 497
Conjunto Taquaril
62827696 Cavalcanti / MG",cinep,Concessão de Incentivo Fiscal a Empresas,sudema,Licença por Adesão e Compromisso
940,Caroline Cavalcanti,27,"Residencial de Rodrigues, 7
Vila Do Pombal
29162006 Pacheco / TO",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),sudema,Licença por Adesão e Compromisso
941,Isis Ferreira,36,"Distrito Yasmin Aparecida, 86
Vila Calafate
11472639 Montenegro / SE",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,funade,Aquisição da Carteira de Passe Livre Intermunicipal
942,Henry Gabriel Vasconcelos,31,"Passarela de Ribeiro, 15
Palmeiras
41501-955 Silveira dos Dourados / BA",cinep,Concessão de Incentivo Locacional a Empresas,cinep,Concessão de Incentivo Fiscal a Empresas
943,Erick Viana,34,"Praia Yago Moraes, 48
São Gabriel
38698-578 Abreu de Pacheco / TO",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),cinep,Concessão de Incentivo Fiscal a Empresas
944,Arthur Miguel Silva,43,"Lago Anna Liz Gomes
João Pinheiro
15197-415 Gonçalves / RO",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,detran,RENOVAÇÃO DA CNH SIMPLES
945,Carolina Monteiro,38,"Vale de Rezende, 14
Flamengo
20736320 da Paz / BA",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
946,Rebeca Ferreira,42,"Recanto José Pedro Araújo, 11
Vila Primeiro De Maio
84334620 Cavalcante / MS",funade,Aquisição da Carteira de Passe Livre Intermunicipal,sudema,Licença por Adesão e Compromisso
947,Igor Monteiro,39,"Viaduto Cassiano, 1
Chácara Leonina
84757-825 Mendes do Galho / ES",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),cinep,Concessão de Incentivo Fiscal a Empresas
948,Arthur Gabriel da Cunha,35,"Quadra Rafael Aragão, 84
Vila Nova
66350342 Vieira / RR",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
949,Sra. Maitê Siqueira,18,"Quadra Breno Peixoto, 15
Fazendinha
39645-753 Rezende / SP",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,detran,RENOVAÇÃO DA CNH SIMPLES
950,Mathias Sales,42,"Campo Ana Luiza Freitas, 629
Marilandia
89868-505 Dias / ES",detran,INDICAÇÃO DE CONDUTOR INFRATOR,sudema,Licença por Adesão e Compromisso
951,Clarice Barros,26,"Praia de Campos, 6
Jardim Dos Comerciarios
02664-719 Aragão de Macedo / PA",detran,PRIMEIRA HABILITAÇÃO,detran,INDICAÇÃO DE CONDUTOR INFRATOR
952,Mateus Andrade,40,"Núcleo Silveira, 108
Bonfim
64293-272 Vieira de Ribeiro / RR",funade,Serviço Especializado em Triagem e Diagnóstico,funade,Serviço de Informação ao Cidadão
953,Isabella Melo,58,"Distrito de Barros, 6
Dona Clara
21870388 Campos / AM",cinep,Concessão de Incentivo Fiscal a Empresas,cbmpb,Socorro de Emergências
954,Isaque Gomes,39,"Praça de Macedo
Marmiteiros
89590082 Souza Paulista / PE",sudema,Licença de Operação para Pesquisa Mineral,funade,Serviço de Informação ao Cidadão
955,Luiz Felipe Nogueira,34,"Chácara Alves, 59
Universo
36136-533 Peixoto / RJ",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,funade,Aquisição da Carteira de Passe Livre Intermunicipal
956,Sofia Moraes,35,"Trevo Cassiano, 97
Vila Antena Montanhês
60955-561 Aparecida das Pedras / PR",funade,Serviço de Informação ao Cidadão,cinep,Concessão de Incentivo Fiscal a Empresas
957,Sra. Maya Costela,37,"Lago de da Mata
Vila Copasa
52416-024 Barros Alegre / RS",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,cbmpb,Socorro de Emergências
958,Bento da Paz,27,"Núcleo de Camargo, 21
Olhos D'água
32208-967 Montenegro da Prata / CE",detran,PRIMEIRA HABILITAÇÃO,funade,Aquisição da Carteira de Passe Livre Intermunicipal
959,Alice Moreira,22,"Via Cauã Vargas, 1
Cidade Nova
41200-160 da Cunha de Aparecida / DF",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
960,Juliana Marques,45,"Conjunto de Sá, 92
Ipe
39034-146 Garcia das Flores / PA",sudema,Licença por Adesão e Compromisso,funade,Aquisição da Carteira de Passe Livre Intermunicipal
961,Bruno Freitas,42,"Loteamento Otávio da Paz
Graça
26182972 Peixoto / RO",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
962,Ana Luiza Rodrigues,29,"Jardim de Guerra, 8
Flamengo
41008-232 Moura do Galho / MT",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,funade,Serviço Especializado em Triagem e Diagnóstico
963,Dra. Manuela da Luz,33,"Setor de da Costa
Milionario
77073-231 Monteiro de Oliveira / RS",funade,Serviço de Informação ao Cidadão,funade,Serviço Especializado em Triagem e Diagnóstico
964,Aylla Ramos,35,"Avenida de Rios, 87
Santa Lúcia
17698-907 Ferreira / TO",cbmpb,Socorro de Emergências,detran,RENOVAÇÃO DA CNH SIMPLES
965,Amanda das Neves,39,"Ladeira Fonseca
Das Industrias I
53524-900 da Rocha de Barros / TO",cagepa,LIGAÇÃO DE ÁGUA,detran,PRIMEIRA HABILITAÇÃO
966,Dr. Vinicius Camargo,33,"Ladeira Mariane Fogaça, 70
Marilandia
59059-893 Carvalho da Mata / MG",detran,RENOVAÇÃO DA CNH SIMPLES,cagepa,LIGAÇÃO DE ÁGUA
967,Ana Sophia Macedo,44,"Feira de Brito, 80
Vitoria Da Conquista
07736-554 Silveira / CE",cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança,cagepa,LIGAÇÃO DE ÁGUA
968,Maitê Sá,47,"Colônia Lorenzo Camargo
Fernão Dias
93290873 Siqueira / PB",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,cagepa,LIGAÇÃO DE ÁGUA
969,Natália Araújo,27,"Setor Jade Gonçalves, 33
Betânia
40032-710 Moreira da Mata / RJ",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,sudema,Licença por Adesão e Compromisso
970,Bryan Barros,31,"Chácara Sales, 8
Marieta 1ª Seção
52611970 Leão da Prata / PI",cbmpb,Socorro de Emergências,cinep,Concessão de Incentivo Locacional a Empresas
971,Benicio Caldeira,18,"Condomínio Correia, 61
Capitão Eduardo
25390-991 Silva / PR",funade,Serviço de Informação ao Cidadão,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
972,Théo Cirino,35,"Lago Abreu, 65
Vila Califórnia
61283-354 Monteiro / PI",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
973,Sra. Evelyn Andrade,51,"Lagoa Mendes, 157
Xodo-Marize
82182-012 Câmara / PR",cbmpb,Perícia de Incêndio e Explosão,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
974,Raquel da Mata,35,"Jardim Marcelo Barros, 93
Tiradentes
39311-946 Novaes / PI",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,cbmpb,Perícia de Incêndio e Explosão
975,Bianca Leão,46,"Alameda Câmara, 26
Tres Marias
44946917 da Conceição do Amparo / ES",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
976,Dr. Thiago Dias,24,"Estação Nathan Pacheco, 37
Vila Jardim Montanhes
91657-718 Novaes das Flores / MS",cinep,Concessão de Incentivo Locacional a Empresas,cagepa,LIGAÇÃO DE ÁGUA
977,Fernanda Castro,36,"Fazenda Gonçalves
Vila Boa Vista
63743478 Rios / ES",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
978,Dr. João Pedro Borges,42,"Sítio Sá, 2
Itaipu
95797353 Brito da Praia / TO",detran,PRIMEIRA HABILITAÇÃO,detran,INDICAÇÃO DE CONDUTOR INFRATOR
979,João Felipe Pimenta,43,"Ladeira Aparecida, 6
Fernão Dias
24077995 Porto da Serra / SC",cinep,Concessão de Incentivo Fiscal a Empresas,cinep,Concessão de Incentivo Locacional a Empresas
980,Apollo Souza,28,"Passarela Silveira, 2
Cachoeirinha
52742477 da Rocha do Campo / RR",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,detran,PRIMEIRA HABILITAÇÃO
981,Lucca Freitas,40,"Favela Yasmin Pacheco, 48
Bom Jesus
58871409 Rodrigues Grande / AC",cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança,cagepa,ATUALIZAÇÃO CADASTRAL
982,Carlos Eduardo Nascimento,44,"Morro Azevedo, 944
Santa Maria
49289-495 Rios de Macedo / RR",cagepa,ATUALIZAÇÃO CADASTRAL,cagepa,LIGAÇÃO DE ÁGUA
983,Benicio Pacheco,31,"Condomínio Nunes
Vila Da Luz
94490-060 Silveira do Oeste / CE",funade,Serviço de Informação ao Cidadão,detran,INDICAÇÃO DE CONDUTOR INFRATOR
984,João Vitor Ribeiro,34,"Conjunto Campos, 58
Jardim São José
00356555 Pimenta / CE",detran,INDICAÇÃO DE CONDUTOR INFRATOR,cinep,Concessão de Incentivo Fiscal a Empresas
985,Dr. Alexandre Carvalho,33,"Condomínio Costa
Túnel De Ibirité
86711013 Rios de Cirino / AM",cinep,Concessão de Incentivo Fiscal a Empresas,sudema,Licença por Adesão e Compromisso
986,Josué Mendonça,28,"Loteamento Fernandes, 558
Minaslandia
87789943 Barros do Oeste / RO",sudema,Licença de Operação para Pesquisa Mineral,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
987,Dr. João Felipe Ramos,41,"Área de Ferreira, 18
Comiteco
83479647 Aragão da Mata / GO",funade,Aquisição da Carteira de Passe Livre Intermunicipal,cagepa,ATUALIZAÇÃO CADASTRAL
988,Davi das Neves,43,"Núcleo Novaes, 835
Xangri-Lá
00427-431 Castro / PI",detran,INDICAÇÃO DE CONDUTOR INFRATOR,cbmpb,Socorro de Emergências
989,Sophie Silveira,47,"Loteamento da Mata, 8
São Geraldo
50419-584 Correia / MT",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
990,Dr. Vinícius Sales,47,"Morro Ana Julia Martins
Pirineus
44165934 das Neves do Galho / RR",detran,RENOVAÇÃO DA CNH SIMPLES,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
991,Fernando Almeida,24,"Avenida Noah Jesus
Vila Satélite
29583498 Almeida da Praia / DF",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,cinep,Concessão de Incentivo Locacional a Empresas
992,Asafe Vieira,23,"Rodovia Mendes
Salgado Filho
18103334 Ribeiro Verde / MA",cagepa,LIGAÇÃO DE ÁGUA,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
993,Theodoro Dias,39,"Rodovia Letícia Teixeira, 48
São Pedro
76685-005 Cassiano de Ferreira / AC",cinep,Concessão de Incentivo Locacional a Empresas,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
994,Heloisa Moura,35,"Núcleo Antonella da Conceição, 579
Pindura Saia
26785818 Siqueira de Cavalcante / MS",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
995,Sra. Maria Isis Silveira,45,"Feira Ana Julia Moura, 889
Alto Caiçaras
38520286 Carvalho / SE",detran,PRIMEIRA HABILITAÇÃO,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
996,José Leão,34,"Feira de Cassiano, 41
Copacabana
42485317 Fernandes Grande / RO",detran,PRIMEIRA HABILITAÇÃO,cbmpb,Socorro de Emergências
997,Sra. Ayla Vargas,42,"Aeroporto Isaac Ribeiro, 86
Vila Ouro Minas
32732608 Porto / RO",funade,Aquisição da Carteira de Passe Livre Intermunicipal,detran,RENOVAÇÃO DA CNH SIMPLES
998,Gael Henrique Fernandes,42,"Estrada Oliver Sales, 22
Conjunto Paulo Vi
09368-967 Barbosa / AM",funade,Aquisição da Carteira de Passe Livre Intermunicipal,sudema,Licença de Operação para Pesquisa Mineral
999,Vitória Camargo,35,"Estação Maria Cecília Cavalcante, 95
Jardim Dos Comerciarios
98425612 Borges / ES",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),funade,Aquisição da Carteira de Passe Livre Intermunicipal
